,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
PLEI_8_EquipmentDescription,MiniFridge,,FaxMachine,,,BeverageDispenser,WaterCooler,WaterCooler,Speakers,,,,,Printer/Scanner,,,Printer,Fridge,refrigeratornotstocked,Wallmountedfans,Floorfan,Printer,,WaterDispenser,,PortableFan,MiniFridge,WallFan,TV,,TV,Toaster,CoffeeMaker,TV,hotplate,,Fridge,Microwave,Printer,Stove,stereo,Toaster,,,CommercialFridge,Printer,CoffeeMaker,,QuenchWaterCooler,Deskprinter/scanner,MiniFriidge,,Microwave,,,,Fan,CompactFridge,KitchenExhaust,LargeSpeakers,,Toaster,,,,,Printer,LargeTelevision,ControlRoom,,CopyMachine,,,,FreezerChest,,,,,,,,,,,,,,,,,,,miscplugload,Television,Television,Television-32inch,,,,Refrigerator,HandDryer,
PLEI_8_Manufacturer,,,,,,Crathco,BioCote,BioCote,,,,,,,,,,GE,,,,,,,,,Kenmore,,,,,,,,unknown,,,,,,,,,,,,,,Quemch,HP,,,,,,,,,,,,,,,,,,,Unknown,,Cannon,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,RCA,,,,GE,Unknown/Mind,
PLEI_8_Model,,,,,,D25-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,720,LaserjetMFPm12fw,,,,,,,,,,,,,,,,,,,Unknown,,ImageClass2300,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,GTS18ABSARWW,Unknown/GSQ250,
PLEI_8_Quantity,1,,1,,,1,1,1,6,,,,,1,,,1,1,2,1,2,2,,1,,3,1,4,1,,4,1,1,2,1,,1,1,2,1,2,1,,,1,3,1,,1,1,1,,1,,,,2,1,1,8,,1,,,,,5,1,7,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,2,2,
PLEI_9_AnnualEnergyCost,$37,,$2,,,,$954,$954,,,,,,,,,$1,,,$2,$150,$12,,$4,,,,,,,,,,,,,,,,,,,,,,,,,$5,,,,,,,,,,,,,,,,,,,,$200,,$220,,,,$79,,,,,,,,,,,,,,,,,,,$64,$19,$19,$8,,,,$8,$41,
PLEI_9_AnnualkWhConsumption,150,,5,,,,"3,900","3,900",20,,,,,360,,,5,240,,10,613,45,,15,,,890,622,,,75,,,690,,,63,750,13,45,,,,,"1,250",120,300,,12,,,,8,,,,60,780,,,,60,,,,,"1,119",23,800,,910,,,,312,,,,,,,,,,,,,,,,,,,375,63,63,30,,,,26,305,
PLEI_9_AnnualkWhSavings,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEI_9_ENERGYSTARQualified?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,No,No,No,,,,No,Yes,
PLEI_9_EquipmentDescription,Microwave,,TV,,,,UnitHeater,UnitHeater,Radio,,,,,Desktops,,,Toaster,Fridge-ToRemove,,Ceilingfan,Fridge,Tredmill,,CoffeeMakaer,,,Fridge,LargeFans,,,FloorFans,,,Fridge,,,ElecStove,ElectricWaterHeater,Stereo,ExhaustFan,,SpaceHeater,,,CommercialFreezer,CoffeeMaker,MiniFridge,,Microwace,,,,CoffeeMaker,,,,Desktop,StandupFridge,,,,Desktop,,,,,CircPumps,Computer,minifridge,,Dishwasher,,,,heater,,,,,,,,,,,,,,,,,,,windowairconditioners,CeilingFan,CeilingFan,IndustiralFan-Sanctuary,,,,Printer,DesktopComputer,
PLEI_9_Manufacturer,,,,,,,Bonaire,Bonaire,,,,,,,,,,Fridgeaire,,,,,,,,,Kenmore,,,,,,,,,,,,,,,,,,,,,,Oster,,,,,,,,,,,,,,,,,,,,Unknown,,Hobart,,,,LittleGiant,,,,,,,,,,,,,,,,,,,Fedders,,,Dayton,,,,Canon,Unknown,
PLEI_9_Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,SR24H,,,,SS3-42-HL,,,,,,,,,,,,,,,,,,,A1V10S2C,,,3M340,,,,ImageRunner2525,Unknown,
PLEI_9_Quantity,3,,1,,,,3,3,2,,,,,3,,,2,1,,1,1,1,,1,,,1,2,,,3,,,1,,,1,1,1,3,,1,,,1,2,1,,1,,,,1,,,,1,1,,,,1,,,,,2,1,2,,1,,,,1,,,,,,,,,,,,,,,,,,,1,3,3,1,,,,1,1,
Property Name,ChurchofStCeciliaReport,69thLaneStudio,UnitarianChurchofStatenIsland,SSolowayandSonsPIPPrinting,SunnysideJewishCenterReport,MoonbluIncdbaJoyBurgerBar,TempleSholom,TempleSholom_(1),EastMidwoodJewishCenter,UnitedChurchofGod,RossvilleAMEZionChurch,PentecostalHouseofPrayer,BethelCommunityChurch,RefugeChurchofGod,BethelAMEChurch,BethelAMEChurchHouse,GospelAssembly,FirstPresbyterianChurchofWhitestone,FirstSpanishMethodistChurch,SpringfieldGardensChurchoftheNazarene_-_Church,SpringfieldGardensChurchoftheNazarene_-_Parsonage,GraceandMercyChristianNationalChurch,ChurchofGodMissionInternational,BethanyFrenchBaptistChurch,RockawayYouthTaskForce,ReshapingLivesMinistries,ChurchofGodofThirdAvenue,FirstRevelationChurch,UnitedMethodistChurchofHempstead-Church,UnitedMethodistChurchofHempstead-Parsonage,UnitedMethodistChurchofHempstead-ParishHall,Immanual-FirstSpanishUMC-Parsonage,Immanuel-FirstSpanishUMC-Church,PilgrimCathedralofEastNewYork,WaysideBaptistChurch,WaysideBaptistChurch-ManorBuilding,ElPuente,NewMtZionBaptistChurch,UPROSE,InglesiaPentecostalRosadeSaron,BethelUnitedMethodistChurch,ElLiriodelosValles,TrinityUMCEastRichmondHill,TrinityUMCEastRichmondHill-Parsonage,TheLambsChurchoftheNazarene,HisMajestyInternationalFellowship,ChristianMissionofStJohn316,ElgantoLLC,"4-1_Vision_Education_Media,_LLC_-_NYSERDA_Energy_Assessment_Report",NYSERDA_Energy_Assessment_Report_-_Central_Family_Life_Center,FlowerWorksdbaJaricanFlorist,CongregationOhabZedekSynagogue,4-203-236-StPaulUMC-Church,MemorialBaptistChurch,AnchorHouse-ParkPl,FirstUMCofJamaica-Church,FirstUMCofJamaica-Parsonage,FirstUMCofJamaica-EdBuilding,AnchorHouse-BergenSt,GraceUMCofStAlbans-Church,GraceUMCofStAlbansParsonage,HarrietTubmanFannieLouHamerCollectivedbaSistasPlace,ReachOutAndTouchMinistriesReport,AbengCenter,HouseofArtGallery,SouthernBaptistChurch,StMarksUnitedMethodistChurch,StMarksUnitedMethodistChurch-Parsonage,NYSERDA_Energy_Assessment_Report_-_Spanish_Van_Dyckman_SDA_Church,CommunityBaptistChurch,NYSERDA_Energy_Assessment_Report_-_AME_Zion_Church_on_the_Hill,RendallMemorialPresbyterianChurch,NYSERDA_Energy_Assessment_Report_-_The_CHS_Group,NYSERDA_Energy_Assessment_-_Island_Bay_Grill_and_Lounge,MountLebanonBaptistChurch,SouthIslandMedicalAssociates,NYSERDA_Energy_Assessment_-_DAC_Unisex_Beauty_Salon,NYSERDA_Energy_Assessment_-_Nelly's_Nails_and_More,JohnLeporeInsuranceAgencyInc,NYSERDA_Energy_Assessment_-_Pilgrim_Church_of_Arverne,NYSERDA_Energy_Assessment_-_1011_Tavern_Corp_-_Evelyn,CongregationKnessethBaisYaakov,TheStarPeople'sLaundromat,FirstCentralBaptistChurch,CAAABagels,NYSERDA_Energy_Assessment_Report_-_World_Champions_Karate,PaninicoCafeReport,Curran'sSuperiorMeatsReport,Sigma_AlphaLLCReport,ThaiRock,SaintJohnAMEChurch,ArverneChurchofGod-COGCA,ArverneChurchofGod,SaintPaulsChurch-OfficeAuditorium,SaintPaulsChurchRectory,SaintPaulsChurchRectory,GloverMemorialBaptistChurch,GatewayChristianCenter,NewTestamentChristianChurch,BrooklynLegalServicesCorpA,JesusTheGoodShepherdChurchReport,LunaNYCafeCorpReport,ChurchoftheLivingHopeReport
SRECM_AC Unit Replacements_Annual Electric Savings(kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_AC Unit Replacements_Annual Gas Savings(Therms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_AC Unit Replacements_Estimated Annual $ Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_AC Unit Replacements_Estimated Installation Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC Unit Replacements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_AC Unit Replacements_Life-Cycle Cost Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_AC Unit Replacements_S imple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Air Sealing & Wall Insulation_Annual Electric Savings(kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,100",,,,,,
SRECM_Air Sealing & Wall Insulation_Annual Gas Savings(Therms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,,,,
SRECM_Air Sealing & Wall Insulation_Estimated Annual $ Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.2,,,,,,
SRECM_Air Sealing & Wall Insulation_Estimated Installation Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Sealing & Wall Insulation,,,,,,
SRECM_Air Sealing & Wall Insulation_Estimated NYSERDA Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,532",,,,,,
SRECM_Air Sealing & Wall Insulation_Life-Cycle Cost Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,
SRECM_Air Sealing & Wall Insulation_Life-Cycle Cost Savings After Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,
SRECM_Air Sealing & Wall Insulation_Simple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,368",,,,,,
SRECM_Air Sealing & Wall Insulation_Simple Payback After Incentive(Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,
SRECM_Air Sealing_Annual Electric Savings(kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$150,,,,,,,,,,,,,,,,,,,,,,"$2,000","$2,000",,,$800,$800,,,,,,$100,
SRECM_Air Sealing_Annual Gas Savings(Therms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,"4,600",,,80,80,,,,,,,
SRECM_Air Sealing_Annual Oil Savings(Gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,
SRECM_Air Sealing_Estimated Annual $ Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,150.0,620.0,,,211.0,211.0,,,,,,451,
SRECM_Air Sealing_Estimated Installation Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Sealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Sealing,,,,,,,,,,,,,,,,,,,,,,Air Sealing,Air Sealing,,,Air Sealing,Air Sealing,,,,,,Air Sealing,
SRECM_Air Sealing_Estimated NYSERDA Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,279",,,,,,,,,,,,,,,,,,,,,,"$3,071","$8,984",,,"$1,868","$1,868",,,,,,$275,
SRECM_Air Sealing_Life-Cycle Cost Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,2.90,1.34,,,2.91,2.91,,,,,,1.66,
SRECM_Air Sealing_Life-Cycle Cost Savings After Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,2.90,1.34,,,2.91,2.91,,,,,,1.66,
SRECM_Air Sealing_ROI After Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Air Sealing_S imple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Air Sealing_S imple Payback After Incentive (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Air Sealing_Simple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$689,"$1,492",,,$275,$275,,,,,,$60,
SRECM_Air Sealing_Simple Payback After Incentive(Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,$0,$0,,,,,,$0,
SRECM_Attic Insulation_Annual Electric Savings(kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,000","$4,000",,,,,,,
SRECM_Attic Insulation_Annual Gas Savings(Therms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,,,,,,,
SRECM_Attic Insulation_Estimated Annual $ Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,809.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.7,464.7,,,,,,,
SRECM_Attic Insulation_Estimated Installation Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attic Insulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attic Insulation,Attic Insulation,,,,,,,
SRECM_Attic Insulation_Estimated NYSERDA Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,322","$4,322",,,,,,,
SRECM_Attic Insulation_Life-Cycle Cost Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,6.62,,,,,,,
SRECM_Attic Insulation_Life-Cycle Cost Savings After Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,6.62,,,,,,,
SRECM_Attic Insulation_S imple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Attic Insulation_S imple Payback After Incentive (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Attic Insulation_Simple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$605,$605,,,,,,,
SRECM_Attic Insulation_Simple Payback After Incentive(Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,
SRECM_Baseload Boiler Installation_Annual Electric Savings(kWh),,,,,,,,,"$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_Annual Gas Savings(Therms),,,,,,,,,"-5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_Estimated Annual $ Savings,,,,,,,,,"2,745.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_Estimated Installation Cost,,,,,,,,,Baseload Boiler Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_Estimated NYSERDA Incentives,,,,,,,,,"$3,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_Life-Cycle Cost Savings,,,,,,,,,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_Life-Cycle Cost Savings After Incentives,,,,,,,,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_S imple Payback (Years),,,,,,,,,"$1,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Baseload Boiler Installation_S imple Payback After Incentive (Years),,,,,,,,,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Annual Electric Savings(kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Annual Gas Savings(Therms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Estimated Annual $ Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,085.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Estimated Installation Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blower Door Assisted Air Sealing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Estimated NYSERDA Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Life-Cycle Cost Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_Life-Cycle Cost Savings After Incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_S imple Payback (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Blower Door Assisted Air Sealing_S imple Payback After Incentive (Years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Annual Electric Savings(kWh),,,,,,,,,"$75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Annual Gas Savings(Therms),,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Estimated Annual $ Savings,,,,,,,,,"10,016.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Estimated Installation Cost,,,,,,,,,Boiler Burner Controls Upgrades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Estimated NYSERDA Incentives,,,,,,,,,"$4,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Life-Cycle Cost Savings,,,,,,,,,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_Life-Cycle Cost Savings After Incentives,,,,,,,,,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_S imple Payback (Years),,,,,,,,,"$8,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Burner Controls Upgrades_S imple Payback After Incentive (Years),,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRECM_Boiler Fuel Switch_Annual Electric Savings(kWh),,,,,,,,,,,,,,,"$16,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000",,,,,,"$24,653",,,,,,,,,"$30,651",,,,,,,,,,,,,,,,,,,
SRECM_Boiler Fuel Switch_Annual Gas Savings(Therms),,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
